,ClauseID,Doc,SentID,SentForm,PredType,PredForm,PredLemma,PredMorph,VMorphForm,PredTense,PredAspect,Voice,PredSylCo,PredFreq,Aux3,Aux2,Aux1,PassAux,OvertSubj,CovertSubj,SubjRef,SubjHead,SubjFreq,SubjDef,SubjNum,SubjPers,SubjAnim,SubjSynType,SubjSylCo,SubjMorph,SubjPosID,OvertObj,OvertIObj,CovertObj,ObjFreq,ObjHead,ObjDef,ObjNum,ObjPers,ObjAnim,ObjSylCo,ObjMorph,ObjSynType,ObjPosID,OvertObl,OblCase,OblHead,OblFreq,OblDef,OblNum,OblPers,OblAnim,OblSylCo,OblMorph,OblSynType,OblPosID,Obl2,Obl3,AgentDesc,AgentDef,AgentNum,AgentPers,AgentAnim,AgPres,,,,,,,,,,,
2292,2293,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,67,"An editorial in the church-owned Deseret Morning News in Salt Lake City earlier this year acknowledged that ""the state's history, a conservative belief in free choice, and an unwillingness to stir up a hornet's nest in the national media have likely all contributed to the kid-glove approach lawmakers and law-enforcement officers have taken when dealing with polygamous communities.""",V,contributed,contribute,VBN,Part,Pres,Perf,Act,4,3.24E-05,/,/,have,/,"the state 's history , a conservative belief in free choice , and an unwillingness to stir up a hornet 's nest in the national media",/,/,history;;belief;;unwillingness,0.000245;;3.16e-05;;1.29e-06,indef;;indef;;indef,Plur,3,time;;nonconc;;nonconc,full;;full;;full,38,NN;;NN;;NN,24;;28;;35,/,0,/,/,/,/,/,/,/,/,/,/,/,to the kid - glove approach lawmakers and law - enforcement officers have taken when dealing with polygamous communities,to,approach,9.12E-05,def,Sing,3,loc,35,NN,full,56,/,/,,,,,,,,,,,,,,,,,
2293,2294,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,67,"An editorial in the church-owned Deseret Morning News in Salt Lake City earlier this year acknowledged that ""the state's history, a conservative belief in free choice, and an unwillingness to stir up a hornet's nest in the national media have likely all contributed to the kid-glove approach lawmakers and law-enforcement officers have taken when dealing with polygamous communities.""",V,taken,take,VBN,Part,Pres,Perf,Act,2,0.000234,/,/,have,/,lawmakers and law - enforcement officers,/,/,lawmakers;;officers,2.24e-06;;7.59e-05,indef;;indef,Plur,3,human;;human,full;;full,12,NNS;;NNS,57;;62,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2294,2295,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,67,"An editorial in the church-owned Deseret Morning News in Salt Lake City earlier this year acknowledged that ""the state's history, a conservative belief in free choice, and an unwillingness to stir up a hornet's nest in the national media have likely all contributed to the kid-glove approach lawmakers and law-enforcement officers have taken when dealing with polygamous communities.""",V,dealing,deal,VBG,Ger,Tenseless,Simple,Act,2,3.98E-05,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,with polygamous communities,with,communities,5.62E-05,indef,Plur,3,org,9,NNS,full,69,/,/,,,,,,,,,,,,,,,,,
2295,2296,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,69,"Maybe I'm missing something here, but how, exactly, does one 'Loose' 200,000 AK47's?",V,missing,miss,VBG,Part,Pres,Simple,Act,2,0.000107,/,/,'m,/,I,/,/,I,0.0129,def,Sing,1,human,pron,1,PRP,2,something,0,/,0.000617,something,indef,Sing,3,/,2,NN,full,5,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2296,2297,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,69,"Maybe I'm missing something here, but how, exactly, does one 'Loose' 200,000 AK47's?",V,Loose,loose,VB,Inf,Pres,Simple,Act,1,2.75E-05,/,/,does,/,one,/,/,one,0.00302,def,/,3,nonconc,pron,1,PRP,14,"200,000 AK47's",0,/,2.57E-07,AK47's,indef,Plur,3,/,1,NNS,full,19,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2297,2298,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,70,"""There's no tracking mechanism in place""?!?!?",V,'s,be,VBZ,Fin,Pres,Simple,Act,1,0.000513,/,/,/,/,no tracking mechanism,/,/,mechanism,2.29E-05,indef,Sing,3,conc,full,7,NN,6,/,0,/,/,/,/,/,/,/,/,/,/,/,in place,in,place,0.00055,indef,Sing,3,loc,2,NN,full,8,/,/,,,,,,,,,,,,,,,,,
2298,2299,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,72,No need to worry.,V,worry,worry,VB,Inf,Tenseless,Simple,Act,2,6.92E-05,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2299,2300,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,73,I'm sure this kind of thing goes on all the time.,A,sure,sure,JJ,/,Tenseless,Simple,Act,1,0.000417,/,/,/,/,I,/,/,I,0.0129,def,Sing,1,human,pron,1,PRP,1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2300,2301,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,73,I'm sure this kind of thing goes on all the time.,V,goes,go,VBZ,Fin,Pres,Simple,Act,1,0.000158,/,/,/,/,this kind of thing,/,/,kind,0.000275,def,Sing,3,nonconc,full,4,NN,5,/,0,/,/,/,/,/,/,/,/,/,/,/,all the time,/,time,0.00191,def,Sing,3,time,3,NN,full,12,/,/,,,,,,,,,,,,,,,,,
2301,2302,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,74,We now return you to your regularly scheduled programming....,V,return,return,VBP,Fin,Pres,Simple,Act,2,0.000174,/,/,/,/,We,/,/,We,0.00316,def,Plur,1,human,pron,1,PRP,1,you,0,/,0.00977,you,def,/,2,human,1,PRP,pron,4,to your regularly scheduled programming,to,programming,3.16E-05,indef,Sing,3,nonconc,11,NN,full,9,/,/,,,,,,,,,,,,,,,,,
2302,2303,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,74,We now return you to your regularly scheduled programming....,V,scheduled,schedule,VBN,Part,Tenseless,Simple,Act,2,2.63E-05,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2303,2304,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,75,"just go here, its simply amazing",V,go,go,VB,Fin,Tenseless,Simple,Act,1,0.00112,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2304,2305,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,75,"just go here, its simply amazing",A,amazing,amazing,JJ,/,Tenseless,Simple,Act,3,0.0001,/,/,/,/,it,/,/,it,0.00912,def,Sing,3,nonconc,pron,1,PRP,5,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2305,2306,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,77,i count like 14 explosive headlines.,V,count,count,VBP,Fin,Pres,Simple,Act,1,6.76E-05,/,/,/,/,i,/,/,i,0.0129,def,Sing,1,conc,pron,1,PRP,1,14 explosive headlines,0,/,5.75E-06,headlines,indef,Plur,3,nonconc,6,NNS,full,6,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2306,2307,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,78,"Then, of course, there is the evidence the jury did not hear about in the Robinson case...",V,is,be,VBZ,Fin,Pres,Simple,Act,1,0.0115,/,/,/,/,the evidence the jury did not hear about in the Robinson case,/,/,evidence,0.000162,def,Sing,3,nonconc,full,18,NN,9,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2307,2308,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,78,"Then, of course, there is the evidence the jury did not hear about in the Robinson case...",V,hear,hear,VB,Inf,Past,Simple,Act,1,0.000162,/,/,did,/,the jury,/,/,jury,2.40E-05,def,Sing,3,org,full,3,NN,11,/,0,/,/,/,/,/,/,/,/,/,/,/,about,/,about,0.0024,indef,/,3,/,2,IN,NMN!,15,/,/,,,,,,,,,,,,,,,,,
2308,2309,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,79,Funny how some things are squirelled away by well-meaning prosecutors...,V,squirelled,squirell,VBN,Part,Pres,Simple,Pass,2,0,/,/,are,be,some things,/,/,things,0.000513,indef,Plur,3,conc,full,2,NNS,4,/,0,/,/,/,/,/,/,/,/,/,/,/,by well - meaning prosecutors,by,prosecutors,4.68E-06,indef,Plur,3,human,8,NNS,full,12,/,/,,,,,,,,,,,,,,,,,
2309,2310,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,79,Funny how some things are squirelled away by well-meaning prosecutors...,V,meaning,mean,VBG,Ger,Tenseless,Simple,Act,2,7.59E-05,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2310,2311,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,80,Maybe because they hint at a larger conspiracy/network of abusers/satanic underground?,V,hint,hint,VBP,Fin,Pres,Simple,Act,1,1.07E-05,/,/,/,/,they,/,/,they,0.00324,def,Plur,3,/,pron,1,PRP,3,/,0,/,/,/,/,/,/,/,/,/,/,/,at a larger conspiracy / network of abusers / satanic underground,at;;at;;at,conspiracy;;network;;underground,1.51e-05;;0.00011;;2.09e-05,indef;;indef;;indef,Plur,3,nonconc;;conc;;org,20,NN;;NN;;NN,full;;full;;full,8;;10;;15,/,/,,,,,,,,,,,,,,,,,
2311,2312,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,81,I read of a case not long ago when some people were trying to get a polygamous judge taken off the bench for not obeying state law.,V,read,read,VBD,Fin,Past,Simple,Act,1,0.000309,/,/,/,/,I,/,/,I,0.0129,def,Sing,1,human,pron,1,PRP,1,/,0,/,/,/,/,/,/,/,/,/,/,/,of a case,of,case,0.000398,indef,Sing,3,human,3,NN,full,5,/,/,,,,,,,,,,,,,,,,,
2312,2313,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,81,I read of a case not long ago when some people were trying to get a polygamous judge taken off the bench for not obeying state law.,V,trying,try,VBG,Part,Past,Simple,Act,1.5,0.000269,/,/,were,/,some people,/,/,people,0.0017,indef,Plur,3,nonconc,full,3,NNS,11,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2313,2314,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,81,I read of a case not long ago when some people were trying to get a polygamous judge taken off the bench for not obeying state law.,V,get,get,VB,Inf,Tenseless,Simple,Act,1,0.00182,/,/,/,/,some people,/,/,people,0.0017,indef,Plur,3,nonconc,full,3,NNS,11,a polygamous judge,0,/,8.51E-05,judge,indef,Sing,3,human,6,NN,full,18,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2314,2315,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,81,I read of a case not long ago when some people were trying to get a polygamous judge taken off the bench for not obeying state law.,V,taken,take,VBN,Part,Tenseless,Simple,Act,2,0.000234,/,/,/,/,a polygamous judge,/,/,judge,8.51E-05,indef,Sing,3,human,full,6,NN,18,/,0,/,/,/,/,/,/,/,/,/,/,/,off the bench,off,bench,2.00E-05,def,Sing,3,conc,3,NN,full,22,/,/,,,,,,,,,,,,,,,,,
2315,2316,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,81,I read of a case not long ago when some people were trying to get a polygamous judge taken off the bench for not obeying state law.,V,obeying,obey,VBG,Ger,Tenseless,Simple,Act,3,1.29E-06,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,state law,0,/,0.000324,law,indef,Sing,3,org,2,NN,full,27,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2316,2317,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,82,Of course law enforcement has dragged it's feet when members are taking part in the activity themselves.,V,dragged,drag,VBN,Part,Pres,Perf,Act,1,8.91E-06,/,/,has,/,law enforcement,/,/,enforcement,2.69E-05,indef,Sing,3,nonconc,full,4,NN,4,it's feet,0,/,9.33E-05,feet,indef,Sing,3,org,2,NN,full,8,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2317,2318,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,82,Of course law enforcement has dragged it's feet when members are taking part in the activity themselves.,V,taking,take,VBG,Part,Pres,Simple,Act,2,0.00024,/,/,are,/,members,/,/,members,0.000245,indef,Plur,3,NMA!,full,2,NNS,10,part,0,/,0.000617,part,indef,Sing,3,loc,1,NN,full,13,in the activity,in,activity,8.13E-05,def,Sing,3,conc,6,NN,full,16,/,/,,,,,,,,,,,,,,,,,
2318,2319,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,83,Personally I don't give a damn what adults do to one another as long as there is no abuse invovled.,V,give,give,VB,Inf,Pres,Simple,Act,1,0.000513,/,/,do,/,I,/,/,I,0.0129,def,Sing,1,human,pron,1,PRP,2,a damn what adults do to one another as long as there is no abuse invovled,0,/,0.00012,damn,indef,Sing,3,nonconc,24,NN,full,7,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2319,2320,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,83,Personally I don't give a damn what adults do to one another as long as there is no abuse invovled.,V,do,do,VBP,Fin,Pres,Simple,Act,1,0.00234,/,/,/,/,adults,/,/,adults,3.72E-05,indef,Plur,3,human,full,2,NNS,9,/,0,/,/,/,/,/,/,/,/,/,/,/,to one another,to,another,0.00055,indef,/,3,/,5,DT,det,13,/,/,,,,,,,,,,,,,,,,,
2320,2321,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,83,Personally I don't give a damn what adults do to one another as long as there is no abuse invovled.,V,is,be,VBZ,Fin,Pres,Simple,Act,1,0.0115,/,/,/,/,no abuse invovled,/,/,abuse,4.47E-05,indef,Sing,3,nonconc,full,6,NN,20,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2321,2322,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,83,Personally I don't give a damn what adults do to one another as long as there is no abuse invovled.,V,invovled,invovle,VBN,Part,Tenseless,Simple,Act,2,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2322,2323,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,84,It is the marrying off of young girls to older men often close relatives that enfurates me.,V,is,be,VBZ,Fin,Pres,Simple,Act,1,0.0115,/,/,/,/,the marrying off of young girls to older men often close relatives that enfurates me,/,/,marrying,5.89E-06,def,Sing,3,/,NMN!,24,VBG,4,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2323,2324,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,84,It is the marrying off of young girls to older men often close relatives that enfurates me.,V,enfurates,enfurate,VBZ,Fin,Pres,Simple,Act,4,0,/,/,/,/,that,the marrying off of young girls to older men often close relatives that enfurates me,/,that,0.0105,def,Sing,3,/,wh,1,WDT,/,me,0,/,0.00331,me,def,Sing,1,human,1,PRP,pron,17,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2324,2325,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,85,Also these cults have multimillions yet the women and kids live in poverty so the leaders can live the high life.,V,have,have,VBP,Fin,Pres,Simple,Act,1,0.00501,/,/,/,/,these cults,/,/,cults,1.35E-06,def,Plur,3,org,full,2,NNS,3,multimillions,0,/,0,multimillions,indef,Plur,3,/,4,NNS,full,5,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2325,2326,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,85,Also these cults have multimillions yet the women and kids live in poverty so the leaders can live the high life.,V,live,live,VBP,Fin,Pres,Simple,Act,1,0.000339,/,/,/,/,the women and kids,/,/,women;;kids,0.000355;;0.000151,def;;indef,Plur,3,human;;human,full;;full,5,NNS;;NNS,8;;10,/,0,/,/,/,/,/,/,/,/,/,/,/,in poverty,in,poverty,3.47E-05,indef,Sing,3,nonconc,4,NN,full,13,/,/,,,,,,,,,,,,,,,,,
2326,2327,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,85,Also these cults have multimillions yet the women and kids live in poverty so the leaders can live the high life.,V,live,live,VB,Inf,Tenseless,Simple,Act,1,0.000339,/,/,can,/,the leaders,/,/,leaders,7.08E-05,def,Plur,3,human,full,3,NNS,16,the high life,0,/,0.000776,life,def,Sing,3,human,3,NN,full,21,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2327,2328,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,86,In the Warren Jeffs cult he reassigns wives if the husband displeases him or to reward the new husband.,V,reassigns,reassign,VBZ,Fin,Pres,Simple,Act,2,1.20E-08,/,/,/,/,he,/,/,he,0.0049,def,Sing,3,human,pron,1,PRP,6,wives,0,/,1.20E-05,wives,indef,Plur,3,human,1,NNS,full,8,In the Warren Jeffs cult,In,cult,1.07E-05,def,Sing,3,org,6,NN,full,5,/,/,,,,,,,,,,,,,,,,,
2328,2329,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,86,In the Warren Jeffs cult he reassigns wives if the husband displeases him or to reward the new husband.,V,displeases,displease,VBZ,Fin,Pres,Simple,Act,3,9.33E-08,/,/,/,/,the husband,/,/,husband,8.91E-05,def,Sing,3,human,full,3,NN,11,him,0,/,0.00126,him,def,Sing,3,human,1,PRP,pron,13,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2329,2330,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,86,In the Warren Jeffs cult he reassigns wives if the husband displeases him or to reward the new husband.,V,reward,reward,VB,Inf,Tenseless,Simple,Act,2,2.14E-05,/,/,/,/,the husband,/,/,husband,8.91E-05,def,Sing,3,human,full,3,NN,11,the new husband,0,/,8.91E-05,husband,def,Sing,3,human,4,NN,full,19,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2330,2331,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,87,Husbands marry mothers and teen daughters at the same time.,V,marry,marry,VBP,Fin,Pres,Simple,Act,2,2.82E-05,/,/,/,/,Husbands,/,/,Husbands,5.37E-06,indef,Plur,3,human,full,2,NNS,1,mothers and teen daughters,0,/,2.29e-05;;1.95e-05,mothers;;daughters,indef;;indef,Plur,3,human;;human,6,NNS;;NNS,full;;full,3;;6,at the same time,at,time,0.00191,def,Sing,3,time,4,NN,full,10,/,/,,,,,,,,,,,,,,,,,
2331,2332,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,88,a rare form of retardation is showing up in that group more than anywhere else in the world.,V,showing,show,VBG,Part,Pres,Simple,Act,2,6.76E-05,/,/,is,/,a rare form of retardation,/,/,form,0.000224,indef,Sing,3,conc,full,8,NN,3,/,0,/,/,/,/,/,/,/,/,/,/,/,in that group,in,group,0.000398,def,Sing,3,conc,3,NN,full,11,/,/,,,,,,,,,,,,,,,,,
2332,2333,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,89,It is genetic and the child needs to get the gene from both parents to turn into a vegetable instead of a thinking child.,A,genetic,genetic,JJ,/,Tenseless,Simple,Act,3,2.29E-05,/,/,/,/,It,/,/,It,0.00912,def,Sing,3,nonconc,pron,1,PRP,1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2333,2334,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,89,It is genetic and the child needs to get the gene from both parents to turn into a vegetable instead of a thinking child.,V,needs,need,VBZ,Fin,Pres,Simple,Act,1,0.000219,/,/,/,/,the child,/,/,child,0.000209,def,Sing,3,human,full,2,NN,6,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2334,2335,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,89,It is genetic and the child needs to get the gene from both parents to turn into a vegetable instead of a thinking child.,V,get,get,VB,Inf,Tenseless,Simple,Act,1,0.00182,/,/,/,/,the child,/,/,child,0.000209,def,Sing,3,human,full,2,NN,6,the gene,0,/,2.04E-05,gene,def,Sing,3,nonconc,2,NN,full,11,from both parents,from,parents,0.000162,indef,Plur,3,human,4,NNS,full,14,/,/,,,,,,,,,,,,,,,,,
2335,2336,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,89,It is genetic and the child needs to get the gene from both parents to turn into a vegetable instead of a thinking child.,V,turn,turn,VB,Inf,Tenseless,Simple,Act,1,0.000219,/,/,/,/,the gene,/,/,gene,2.04E-05,def,Sing,3,nonconc,full,2,NN,11,/,0,/,/,/,/,/,/,/,/,/,/,/,into a vegetable,into,vegetable,9.12E-06,indef,Sing,3,conc,6,NN,full,19,/,/,,,,,,,,,,,,,,,,,
2336,2337,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,89,It is genetic and the child needs to get the gene from both parents to turn into a vegetable instead of a thinking child.,V,thinking,think,VBG,Ger,Tenseless,Simple,Act,2,0.00017,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2337,2338,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,90,The doctor begs them to stop intermarrying but they say they have to keep the blood pure.,V,begs,beg,VBZ,Fin,Pres,Simple,Act,1,2.19E-06,/,/,/,/,The doctor,/,/,doctor,7.94E-05,def,Sing,3,human,full,3,NN,2,them,0,/,0.00155,them,def,Plur,3,/,1,PRP,pron,4,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2338,2339,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,90,The doctor begs them to stop intermarrying but they say they have to keep the blood pure.,V,stop,stop,VB,Inf,Tenseless,Simple,Act,1,0.000309,/,/,/,/,them,/,/,them,0.00155,def,Plur,3,/,pron,1,PRP,4,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2339,2340,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,90,The doctor begs them to stop intermarrying but they say they have to keep the blood pure.,V,intermarrying,intermarry,VBG,Ger,Tenseless,Simple,Act,4,3.02E-08,/,/,/,/,them,/,/,them,0.00155,def,Plur,3,/,pron,1,PRP,4,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2340,2341,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,90,The doctor begs them to stop intermarrying but they say they have to keep the blood pure.,V,say,say,VBP,Fin,Pres,Simple,Act,1,0.000776,/,/,/,/,they,/,/,they,0.00324,def,Plur,3,/,pron,1,PRP,9,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2341,2342,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,90,The doctor begs them to stop intermarrying but they say they have to keep the blood pure.,V,have,have,VBP,Fin,Pres,Simple,Act,1,0.00501,/,/,/,/,they,/,/,they,0.00324,def,Plur,3,/,pron,1,PRP,11,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2342,2343,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,90,The doctor begs them to stop intermarrying but they say they have to keep the blood pure.,V,keep,keep,VB,Inf,Tenseless,Simple,Act,1,0.000417,/,/,/,/,they,/,/,they,0.00324,def,Plur,3,/,pron,1,PRP,11,the blood,0,/,0.000138,blood,def,Sing,3,human,2,NN,full,16,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2343,2344,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,91,look up fumarase deficiency for more info.,V,look up,look up,VB,Fin,Tenseless,Simple,Act,1,0.000473,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,fumarase deficiency,0,/,5.62E-06,deficiency,indef,Sing,3,nonconc,8,NN,full,4,for more info,for,info,3.02E-05,indef,Sing,3,nonconc,4,NN,full,7,/,/,,,,,,,,,,,,,,,,,
2344,2345,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,92,Also look up the kingston family.,V,look up,look up,VB,Fin,Tenseless,Simple,Act,1,0.000473,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,the kingston family,0,/,0.000447,family,def,Sing,3,org,5.5,NN,full,6,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2345,2346,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,93,One member actually was convicted of beating his teen daughter unconcious when she ran away from 'marriage' to her father's own brother.,V,convicted,convict,VBN,Part,Past,Simple,Pass,3,1.51E-05,/,/,was,be,One member,/,/,member,0.000162,indef,Sing,3,NMA!,full,3,NN,2,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2346,2347,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,93,One member actually was convicted of beating his teen daughter unconcious when she ran away from 'marriage' to her father's own brother.,V,beating,beat,VBG,Ger,Tenseless,Simple,Act,2,2.51E-05,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,his teen daughter,0,/,0.000107,daughter,indef,Sing,3,human,4,NN,full,10,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
