,Unnamed: 0,ClauseID,Doc,SentID,SentForm,ClauseForm,PredType,PredForm,PredLemma,PredMorph,VMorphForm,PredTense,PredAspect,Voice,PredSylCo,PredFreq,PredFin,Aux3,Aux2,Aux1,PassAux,OvertSubj,CovertSubj,SubjRef,SubjHead,SubjFreq,SubjDef,SubjNum,SubjPers,SubjAnim,SubjSynType,SubjSylCo,SubjMorph,SubjPosID,OvertObj,OvertIObj,CovertObj,ObjFreq,ObjHead,ObjDef,ObjNum,ObjPers,ObjAnim,ObjSylCo,ObjMorph,ObjSynType,ObjPosID,OvertObl,OblCase,OblHead,OblFreq,OblDef,OblNum,OblPers,OblAnim,OblSylCo,OblMorph,OblSynType,OblPosID,Obl2,Obl3,Obl2PosID,Obl3PosID,NonAlternable,SubjChain,ObjChain,OblChain,Obl2Chain,Obl3Chain,PrevVoice1,PrevVoice2,PrevVoice3,PrevVoice4,PrevVoice5,PrevVoice6,PrevVoice7,PrevVoice8,PrevVoice9,PrevVoice10
2430,2430,2431,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,128,"Jimmy Plant, Blogshares is a fantasy blogosphere trading game with pretend money.","Jimmy Plant , Blogshares is a fantasy blogosphere trading game with pretend money .",N,game,game,NN,/,Tenseless,Simple,Act,1.0,0.0005009999999999999,Nonfin,/,/,/,/,Blogshares,/,/,Blogshares,0.0,def,Sing,3,human,proper,2,NNP,4,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Pass,Act
2431,2431,2432,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,129,That's all I know; I've had nothing to do with it.,I know,V,know,know,VBP,Fin,Pres,Simple,Act,1.0,0.0012900000000000001,Fin,/,/,/,/,I,/,/,I,0.0129,def,Sing,1,human,pron,1.0,PRP,4,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,55,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Pass
2432,2432,2433,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,129,That's all I know; I've had nothing to do with it.,I 've had nothing to do with it,V,had,have,VBN,Part,Pres,Perf,Act,1.0,0.0021899999999999997,Fin,/,/,'ve,/,I,/,/,I,0.0129,def,Sing,1,human,pron,1.0,PRP,7,nothing to do with it,0,/,0.000347,nothing,indef,Sing,3,nonconc,6.0,NN,full,10,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
2433,2433,2434,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,129,That's all I know; I've had nothing to do with it.,to do with it,V,do,do,VB,Inf,Tenseless,Simple,Act,1.0,0.00234,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,with it,with,it,0.00912,def,Sing,3,nonconc,2.0,PRP,pron,14,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
2434,2434,2435,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,130,Bush successfully makes Satan look good in comparison.,Bush successfully makes Satan look good in comparison .,V,makes,make,VBZ,Fin,Pres,Simple,Act,1.0,0.000269,Fin,/,/,/,/,Bush,/,/,Bush,3.47e-05,def,Sing,3,human,proper,1.0,NNP,1,/,0,/,/,/,/,/,/,/,/,/,/,/,in comparison,in,comparison,3.24e-05,indef,Sing,3,nonconc,5.0,NN,full,8,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
2435,2435,2436,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,130,Bush successfully makes Satan look good in comparison.,Satan look good,V,look,look,VB,Inf,Tenseless,Simple,Act,1.0,0.000589,Nonfin,/,/,/,/,Satan,/,/,Satan,1.02e-05,def,Sing,3,loc,proper,2.0,NNP,4,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
2436,2436,2437,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,133,"""Another generation of heavy metal has taken over, and -- sorry -- it ain't just about strippers and dope.",""" Another generation of heavy metal has taken over , and -- sorry -- it ai n't just about strippers and dope .",V,taken over,take over,VBN,Part,Pres,Perf,Act,2.0,0.000195,Fin,/,/,has,/,Another generation of heavy metal,/,/,generation,6.61e-05,indef,Sing,3,conc,full,12.0,NN,3,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
2437,2437,2438,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,133,"""Another generation of heavy metal has taken over, and -- sorry -- it ain't just about strippers and dope.",", and sorry -- it ai n't just about strippers and dope",N,strippers,stripper,NNS,/,Tenseless,Simple,Act,2.0,1.51e-06,Nonfin,/,/,/,/,it,/,/,it,0.00912,def,Sing,3,nonconc,pron,1.0,PRP,15,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
2438,2438,2439,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,134,"Okay, it's partly about strippers and dope.","Okay , it 's partly about strippers and dope .",N,strippers,stripper,NNS,/,Tenseless,Simple,Act,2.0,1.51e-06,Nonfin,/,/,/,/,it,/,/,it,0.00912,def,Sing,3,nonconc,pron,1.0,PRP,3,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
2439,2439,2440,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,135,And we'll get around to that.,And we 'll get around to that .,V,get,get,VB,Inf,Tenseless,Simple,Act,1.0,0.00182,Fin,/,/,'ll,/,we,/,/,we,0.00316,def,Plur,1,human,pron,1.0,PRP,2,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
2440,2440,2441,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,136,"But more and more, as metal evolves into a huge international music that belongs to everyone, it has gotten to be something weirder.",as metal evolves into a huge international music that belongs to everyone,V,evolves,evolve,VBZ,Fin,Pres,Simple,Act,2.0,1.55e-06,Fin,/,/,/,/,metal,/,/,metal,5.75e-05,indef,Sing,3,conc,full,2.0,NN,7,/,0,/,/,/,/,/,/,/,/,/,/,/,into a huge international music that belongs to everyone,into,music,0.000324,indef,Sing,3,nonconc,18.0,NN,full,13,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
2441,2441,2442,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,136,"But more and more, as metal evolves into a huge international music that belongs to everyone, it has gotten to be something weirder.",into a huge international music that belongs to everyone,V,belongs,belong,VBZ,Fin,Pres,Simple,Act,2.0,1.95e-05,Fin,/,/,/,/,that,into a huge international music that belongs to everyone,/,that,0.0105,def,Sing,3,nonconc,wh,1.0,WDT,/,/,0,/,/,/,/,/,/,/,/,/,/,/,to everyone,to,everyone,0.000263,indef,Sing,3,/,4.0,NN,full,17,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
2442,2442,2443,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,136,"But more and more, as metal evolves into a huge international music that belongs to everyone, it has gotten to be something weirder.","But more and more , as metal evolves into a huge international music that belongs to everyone , it has gotten to be something weirder .",V,gotten,get,VBN,Part,Pres,Perf,Act,2.0,2.51e-05,Fin,/,/,has,/,it,/,/,it,0.00912,def,Sing,3,nonconc,pron,1.0,PRP,19,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,58,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
2443,2443,2444,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,136,"But more and more, as metal evolves into a huge international music that belongs to everyone, it has gotten to be something weirder.",it to be something weirder,N,something,something,NN,/,Tenseless,Simple,Act,2.0,0.000617,Nonfin,/,/,/,/,it,/,/,it,0.00912,def,Sing,3,nonconc,pron,1.0,PRP,19,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,58,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
2444,2444,2445,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,137,It's become a guardian of morality -- not church morality; real morality.,It 's become a guardian of morality -- not church morality ; real morality .,V,become,become,VBN,Part,Pres,Simple,Pass,2.0,0.000263,Fin,/,/,'s,be,It,/,/,It,0.00912,def,Sing,3,nonconc,pron,1.0,PRP,1,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
2445,2445,2446,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,138,"Praise be: Given the void in responsible behavior among governments, police, educational establishments and religions, the task of guiding our youth down the path of righteousness has fallen to... Satan""","Praise be : Given the void in responsible behavior among governments , police , educational establishments and religions , the task of guiding our youth down the path of righteousness has fallen to ... Satan """,V,be,be,VB,Inf,Tenseless,Simple,Act,1.0,0.0063100000000000005,Nonfin,/,/,/,/,Praise,/,/,Praise,1.91e-05,indef,Sing,3,nonconc,full,1.0,NN,1,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Pass,Act,Act,Act,Act,Act,Act,Act,Act,Act
2446,2446,2447,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,138,"Praise be: Given the void in responsible behavior among governments, police, educational establishments and religions, the task of guiding our youth down the path of righteousness has fallen to... Satan""",Given,V,Given,give,VBN,Part,Tenseless,Simple,Pass,2.0,0.00028199999999999997,Fin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Pass,Act,Act,Act,Act,Act,Act,Act,Act
2447,2447,2448,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,138,"Praise be: Given the void in responsible behavior among governments, police, educational establishments and religions, the task of guiding our youth down the path of righteousness has fallen to... Satan""",of guiding our youth down the path of righteousness,V,guiding,guide,VBG,Ger,Tenseless,Prog,Act,2.0,5.5e-06,Nonfin,/,/,/,/,the task,/,/,task,5.01e-05,def,Sing,3,nonconc,full,2.0,NN,21,our youth,0,/,6.61e-05,youth,indef,Sing,3,human,2.333333333333333,NN,full,25,down the path of righteousness,down,path,5.5e-05,def,Sing,3,loc,7.0,NN,full,28,/,/,/,/,/,/,/,/,/,/,Pass,Act,Pass,Act,Act,Act,Act,Act,Act,Act
2448,2448,2449,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,138,"Praise be: Given the void in responsible behavior among governments, police, educational establishments and religions, the task of guiding our youth down the path of righteousness has fallen to... Satan""","Given the void in responsible behavior among governments , police , educational establishments and religions , the task of guiding our youth down the path of righteousness has fallen to ... Satan",V,fallen,fall,VBN,Part,Pres,Perf,Act,2.0,2.51e-05,Fin,/,/,has,/,the task of guiding our youth down the path of righteousness,/,/,task,5.01e-05,def,Sing,3,nonconc,full,14.333333333333332,NN,21,/,0,/,/,/,/,/,/,/,/,/,/,/,"Given the void in responsible behavior among governments , police , educational establishments and religions",Given,void,1.02e-05,def,Sing,3,loc,33,NN,full,6,to ... Satan,/,35,/,/,/,/,/,/,/,Act,Pass,Act,Pass,Act,Act,Act,Act,Act,Act
2449,2449,2450,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,140,The people who carry out these underground arms/drugs/sex trafficking deals are trauma based mind controlled slaves.,The people who carry out these underground arms / drugs / sex trafficking deals,V,carry out,carry out,VBP,Fin,Pres,Simple,Act,2.0,8.03e-05,Fin,/,/,/,/,who,The people who carry out these underground arms / drugs / sex trafficking deals,/,who,0.00224,def,Plur,3,nonconc,wh,1.0,WP,/,these underground arms / drugs / sex trafficking deals,0,/,3.31e-05,deals,def,Plur,3,conc,12,NNS,full,14,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Pass,Act,Pass,Act,Act,Act,Act,Act
2450,2450,2451,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,140,The people who carry out these underground arms/drugs/sex trafficking deals are trauma based mind controlled slaves.,trauma based,V,based,base,VBN,Part,Tenseless,Simple,Pass,1.0,0.000324,Fin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,trauma,/,trauma,1.23e-05,indef,Sing,3,nonconc,2.0,NN,full,16,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Pass,Act,Pass,Act,Act,Act,Act
2451,2451,2452,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,140,The people who carry out these underground arms/drugs/sex trafficking deals are trauma based mind controlled slaves.,mind controlled,V,controlled,control,VBN,Part,Tenseless,Simple,Pass,2.0,4.1700000000000004e-05,Fin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,mind,/,mind,0.000275,indef,Sing,3,human,1.0,NN,full,18,/,/,/,/,/,/,/,/,/,/,Pass,Act,Act,Act,Pass,Act,Pass,Act,Act,Act
2452,2452,2453,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,140,The people who carry out these underground arms/drugs/sex trafficking deals are trauma based mind controlled slaves.,The people who carry out these underground arms / drugs / sex trafficking deals are trauma based mind controlled slaves .,N,slaves,slave,NNS,/,Tenseless,Simple,Act,1.0,1.3800000000000002e-05,Nonfin,/,/,/,/,The people who carry out these underground arms / drugs / sex trafficking deals,/,/,people,0.0017,def,Plur,3,nonconc,full,19,NNS,2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Pass,Pass,Act,Act,Act,Pass,Act,Pass,Act,Act
2453,2453,2454,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,141,"The Moldovan airline is Aerocom, and yes, it's one of Victor Bout's.","The Moldovan airline is Aerocom , and yes , it 's one of Victor Bout 's .",N,Aerocom,Aerocom,NNP,/,Tenseless,Simple,Act,3.0,0.0,Nonfin,/,/,/,/,The Moldovan airline,/,/,airline,9.77e-06,def,Sing,3,org,full,6.0,NN,3,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,80,/,/,/,/,Act,Pass,Pass,Act,Act,Act,Pass,Act,Pass,Act
2454,2454,2455,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,141,"The Moldovan airline is Aerocom, and yes, it's one of Victor Bout's.",", and yes , it 's one of Victor Bout 's",N,one,one,CD,/,Tenseless,Simple,Act,1.0,0.00302,Nonfin,/,/,/,/,it,/,/,it,0.00912,def,Sing,3,nonconc,pron,1.0,PRP,10,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Pass,Pass,Act,Act,Act,Pass,Act,Pass
2455,2455,2456,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,142,The wikipedia entry for Aerocom is just a stub .. waiting for someone to put some information into it....,The wikipedia entry for Aerocom is just a stub .. waiting for someone to put some information into it ....,N,stub,stub,NN,/,Tenseless,Simple,Act,1.0,1.2e-06,Nonfin,/,/,/,/,The wikipedia entry for Aerocom,/,/,entry,4.37e-05,def,Sing,3,conc,full,11,NN,3,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Pass,Pass,Act,Act,Act,Pass,Act
2456,2456,2457,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,142,The wikipedia entry for Aerocom is just a stub .. waiting for someone to put some information into it....,waiting for someone to put some information into it,V,waiting,wait,VBG,Ger,Tenseless,Prog,Act,2.0,0.00011499999999999999,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,for someone to put some information into it,for,someone,0.000389,indef,Sing,3,human,13.0,NN,full,13,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Pass,Pass,Act,Act,Act,Pass
2457,2457,2458,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,142,The wikipedia entry for Aerocom is just a stub .. waiting for someone to put some information into it....,to put some information into it,V,put,put,VB,Inf,Tenseless,Simple,Act,1.0,0.00044699999999999997,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,some information,0,/,0.000263,information,indef,Sing,3,nonconc,5.0,NN,full,17,into it,into,it,0.00912,def,Sing,3,nonconc,3.0,PRP,pron,19,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Pass,Pass,Act,Act,Act
2458,2458,2459,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,144,So... put some information in there.,So ... put some information in there .,V,put,put,VB,Fin,Tenseless,Simple,Act,1.0,0.00044699999999999997,Fin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,some information,0,/,0.000263,information,indef,Sing,3,nonconc,5.0,NN,full,5,in there,in,there,0.00214,indef,/,3,loc,2.0,RB,NMA!,7,/,/,/,/,True,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Pass,Pass,Act,Act
2459,2459,2460,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,145,"You know, nature hates a void. :)","You know ,",V,know,know,VBP,Fin,Pres,Simple,Act,1.0,0.0012900000000000001,Fin,/,/,/,/,You,/,/,You,0.00977,def,Sing,2,human,pron,1.0,PRP,1,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Pass,Pass,Act
2460,2460,2461,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,145,"You know, nature hates a void. :)","You know , nature hates a void . :)",V,hates,hate,VBZ,Fin,Pres,Simple,Act,1.0,1.26e-05,Fin,/,/,/,/,nature,/,/,nature,0.000117,indef,Sing,3,conc,full,2.0,NN,4,a void,0,/,1.02e-05,void,indef,Sing,3,loc,2.0,NN,full,7,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Pass,Pass
2461,2461,2462,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,147,"i agree, Hmmmmmm.","i agree , Hmmmmmm .",V,agree,agree,VBP,Fin,Pres,Simple,Act,2.0,7.94e-05,Fin,/,/,/,/,i,/,/,i,0.0129,def,Sing,1,conc,pron,1.0,PRP,1,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,105,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Pass
2462,2462,2463,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,148,How are chants of death and suicide ... morality.,How are chants of death and suicide ... morality .,N,morality,morality,NN,/,Tenseless,Simple,Act,4.0,8.71e-06,Nonfin,/,/,/,/,chants of death and suicide ... .,/,/,chants,2.24e-06,indef,Plur,3,nonconc,full,7,NNS,3,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
2463,2463,2464,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,149,"What about Manson's tees bearing the message, ""Kill your parents"".","bearing the message , "" Kill your parents """,V,bearing,bear,VBG,Ger,Tenseless,Prog,Act,2.0,1.82e-05,Nonfin,/,/,/,/,about Manson 's tees,/,/,tees,1.58e-06,indef,Plur,3,loc,full,6.0,NNS,5,"the message , "" Kill your parents """,0,/,0.000115,message,def,Sing,3,nonconc,8,NN,full,8,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
2464,2464,2465,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,149,"What about Manson's tees bearing the message, ""Kill your parents"".",""" Kill your parents """,V,Kill,kill,VB,Inf,Tenseless,Simple,Act,1.0,0.000123,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,your parents,0,/,0.000162,parents,indef,Plur,3,human,3.0,NNS,full,13,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
2465,2465,2466,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,150,"And were the Columbine killers acting out this ""real morality"" when they indescriminately murdered their classmates.","And were the Columbine killers acting out this "" real morality "" when they indescriminately murdered their classmates .",V,acting out,act out,VBG,Part,Past,Prog,Act,2.0,5.739999999999999e-05,Fin,/,/,were,/,the Columbine killers,/,/,killers,6.76e-06,def,Plur,3,human,full,6.0,NNS,5,"this "" real morality """,0,/,8.71e-06,morality,def,Sing,3,nonconc,6,NN,full,11,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,18,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
2466,2466,2467,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,150,"And were the Columbine killers acting out this ""real morality"" when they indescriminately murdered their classmates.",when they indescriminately murdered their classmates,V,murdered,murder,VBD,Fin,Past,Simple,Act,2.0,1.82e-05,Fin,/,/,/,/,they,/,/,they,0.00324,def,Plur,3,/,pron,1.0,PRP,14,their classmates,0,/,3.8e-06,classmates,indef,Plur,3,human,3.0,NNS,full,18,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
2467,2467,2468,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,151,"They were death metal brainwashed fans, literally fulfilling the death metal paradigm, er ... morality.",death metal brainwashed,V,brainwashed,brainwash,VBN,Part,Tenseless,Simple,Pass,2.0,1.26e-06,Fin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,death metal,/,metal,5.75e-05,indef,Sing,3,conc,3.0,NN,full,4,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
2468,2468,2469,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,151,"They were death metal brainwashed fans, literally fulfilling the death metal paradigm, er ... morality.","They were death metal brainwashed fans , literally fulfilling the death metal paradigm , er ... morality .",N,fans,fan,NNS,/,Tenseless,Simple,Act,1.0,8.909999999999998e-05,Nonfin,/,/,/,/,They,/,/,They,0.00324,def,Plur,3,/,pron,1.0,PRP,1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Pass,Act,Act,Act,Act,Act,Act,Act,Act,Act
2469,2469,2470,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,151,"They were death metal brainwashed fans, literally fulfilling the death metal paradigm, er ... morality.","literally fulfilling the death metal paradigm , er ... morality",V,fulfilling,fulfil,VBG,Ger,Tenseless,Prog,Act,3.0,5.25e-06,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,"the death metal paradigm , er ... morality",0,/,4.07e-06,paradigm,def,Sing,3,nonconc,12,NN,full,13,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Pass,Act,Act,Act,Act,Act,Act,Act,Act
2470,2470,2471,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,152,"(not church morality, no that is phoney, love thy neighbor ... hell no, kill thy neighbor - now that is REAL MORALITY ?????)",no that is phoney,A,phoney,phoney,JJ,/,Tenseless,Simple,Act,2.0,5.37e-07,Nonfin,/,/,/,/,that,/,/,that,0.0105,indef,Sing,3,/,det,1.0,DT,7,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Pass,Act,Act,Act,Act,Act,Act,Act
2471,2471,2472,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,152,"(not church morality, no that is phoney, love thy neighbor ... hell no, kill thy neighbor - now that is REAL MORALITY ?????)",love thy neighbor ... -,V,love,love,VB,Fin,Tenseless,Simple,Act,1.0,0.000603,Fin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,thy neighbor,0,/,1.2e-05,neighbor,indef,Sing,3,human,3.0,NN,full,13,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,True,/,/,/,/,/,Act,Act,Act,Pass,Act,Act,Act,Act,Act,Act
2472,2472,2473,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,152,"(not church morality, no that is phoney, love thy neighbor ... hell no, kill thy neighbor - now that is REAL MORALITY ?????)",", kill thy neighbor now that is REAL MORALITY",V,kill,kill,VB,Fin,Tenseless,Simple,Act,1.0,0.000123,Fin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,thy neighbor,0,/,1.2e-05,neighbor,indef,Sing,3,human,3.0,NN,full,20,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,True,/,/,/,/,/,Act,Act,Act,Act,Pass,Act,Act,Act,Act,Act
2473,2473,2474,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,152,"(not church morality, no that is phoney, love thy neighbor ... hell no, kill thy neighbor - now that is REAL MORALITY ?????)",now that is REAL MORALITY,N,MORALITY,morality,NN,/,Tenseless,Simple,Act,4.0,8.71e-06,Nonfin,/,/,/,/,that,/,/,that,0.0105,indef,Sing,3,/,det,1.0,DT,23,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Pass,Act,Act,Act,Act
